0,0,0.4305193,0.2117425,0.7240587,0.6317893,0.08602893,0.1824,0.1241,0.1351713,0.4000163,0.2008283,0.7909901,0,0.07548419,0.0589119,0.01121766,0.1656693,0,0.0117771,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.1971663,0,0,0.02000673,0,0.2954761,0.1374624,0.1951299,0.2008283,0.1188099,0.1418395,0.4473137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.09702543,0.1133734,0.04287973,0.05001682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.032,0.1097328,0.3301111,0.2208001,0,0.005453273,0,0,0,0,0,0.4305102,0.1193151,0.08079781,0,0.05613042,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.1276366,0.3601212,0.3664,0,0.02749248,0,0,0,0,0,0.2492427,0.4344292,0.676395,0.1006037,0.9020878,0,0,0,0,0.03340645,0,0,0.153928,0,0.03427451,0,0,0
0,0,0,0,0,0.02392604,0.04867304,0,0,0,0,0,0,0,0,0,0.01923198,0.02177701,0,0,0.01960942,0.008961361,0.08314439,0.04308448,0,0.09437622,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0464,0.05909523,0.05383944,0.03414774,0.06733654,0,0,0.1509684,0.06797528,0.2172146,0.04431918,0.5030184,0.02034226,0,0.06147739,0.0328972,0.02203885,0,0,0.00313569,0.5024855,0.000274618,0.1405256,0,0,0
0,0,0,0,0,0,0,0,0.02672455,0.1351713,0,0.06561421,0,0.07919377,0,0.02096442,0.01121766,0,0,0.001553198,0,0.1471426,0.1663658,0.01101942,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.000327961,0,0,0.004904852,0.03310977,0,0.009938519,0,0.066255,0.008152554,0.01274636,0.0545647,0.000721625,0.1509055,0.002170789,0.01226363,0.1844322,0.1663658,0.01101942,0.01113548,0,0.005412052,0,0.002591398,0,0,0,0
0,0,0,0,0,0,0,0,0.000639306,0.02196813,0.004286418,0.02239663,0,0.2375813,0,0.005,0.00803651,0.00072132,0,0,0,0.1229548,0.1663658,0.03305828,0,0,0.005412052,0,0.002591398,0,0,0,0
0,0,0,0,0,0.001748159,0,0,0.02106318,0.1346288,0.022337,0.0363167,0,0.2375813,0.1048391,0.02096442,0.01121766,0.002212085,0.01676727,0,0.01226363,0.1844322,0.1109106,0.1091925,0.01113548,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.001053159,0.004799868,0.002984548,0.001145771,0,0.009741648,0,0,0,0,0,0,0,0.05240696,0.04041656,0.01101942,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.001404212,0.004421631,0.000735662,0.006267365,0,0.04154278,0,0,0,0,0,0,0.1941741,0.09574349,0.1109106,0.02203885,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001258382,0,0,0,0.02361985,0,0.01720621,0.01696089,0.003024275,0.1207828,0,0,0.00313569,0,0.000274618,0.02157306,0,0,0
0,0,0,0,0,0,0.004059562,0,0,0,0,0,0,0,0,0.0747728,0.1080974,0.00738653,0.1676727,0.005938409,0.01226363,0,0.01127904,0.01101942,0,0,0,0,0,0.1,0,0,0
0,0,0,0,0,0,0.000358531,0,0,0,0,0,0,0,0,0,0,0,0.0075355,0,0.3638209,0.04829028,0.04365378,0.2704768,0.2338451,0.1801901,0.1359761,0.1550972,0.2288119,0.3118983,0,0,0
0,0,0,0,0,0,0.000454902,0,0,0,0,0,0,0,0,0,0,0,0.007557068,0,0.03679087,0.002015652,0.001879841,0.0560989,0.05567741,0.7006319,0.256553,0.08101361,0.06583849,0.2684838,0,0,0
